filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00019.au,0.25735947489738464,0.09763429313898087,1195.4133983085599,1480.9442638678345,2235.2114839819565,0.05887114817143963,-236.68890380859375,138.404296875,-4.9235734939575195,47.64771270751953,5.152379035949707,8.895281791687012,0.4828585088253021,-3.8016700744628906,-14.97489070892334,10.432585716247559,-0.353960245847702,0.7883449196815491,1.7829309701919556,4.230210781097412,-0.4710167646408081,-6.105654716491699,-5.387077808380127,-1.3430603742599487,-3.7227938175201416,-4.362499713897705,blues
blues.00047.au,0.33643755316734314,0.11219596117734909,2013.364449506875,2310.256346927857,4849.570675309597,0.07534497145897832,-149.97589111328125,93.64075469970703,6.336245059967041,71.51114654541016,-8.113177299499512,36.21202087402344,-9.784972190856934,17.641597747802734,-21.11900520324707,-0.12590423226356506,-22.200990676879883,5.435662746429443,-7.467778205871582,-4.33296537399292,-12.40976619720459,9.624794006347656,-5.024240016937256,-3.7063138484954834,2.3359408378601074,4.162243366241455,blues
blues.00079.au,0.4215344786643982,0.2707482874393463,2443.2389164951205,2358.384491758394,5267.559814453125,0.12473545133513932,-3.5590710639953613,92.92780303955078,-25.11854362487793,45.18721389770508,-10.871893882751465,31.862422943115234,-18.05792236328125,28.62801170349121,-10.234052658081055,14.673486709594727,-14.906988143920898,14.75164794921875,-15.609783172607422,9.549894332885742,-14.798731803894043,2.074836015701294,-13.824647903442383,3.5714690685272217,-5.971642017364502,-1.6474393606185913,blues
blues.00009.au,0.2740142345428467,0.08132097870111465,1817.5295464146714,1973.6903092151906,3944.584480970637,0.0792153184258901,-213.20455932617188,115.154541015625,-11.720499038696289,39.03255081176758,-20.357816696166992,13.089921951293945,-9.180810928344727,9.023634910583496,-14.101019859313965,4.283333778381348,-6.044192790985107,3.786364793777466,0.22369006276130676,-5.114482879638672,-0.4145350158214569,-1.1849002838134766,-1.9183379411697388,-2.295797348022461,2.891230821609497,-4.234533786773682,blues
blues.00075.au,0.4664576053619385,0.19203044474124908,2225.1768658281662,2255.1350442599955,4703.588224712171,0.10858664497871517,-86.33548736572266,92.70050048828125,-15.399187088012695,54.0520133972168,0.8667883276939392,31.560293197631836,-14.622711181640625,23.32544708251953,-14.978636741638184,15.339353561401367,-7.049361705780029,12.182225227355957,-6.110911846160889,7.021336078643799,-5.812696933746338,7.440920829772949,-6.074191570281982,3.3776984214782715,-4.27861213684082,1.2500922679901123,blues
blues.00093.au,0.3777357041835785,0.06589096784591675,570.1506880585581,995.0934725815811,928.8527166880322,0.021700549051857584,-350.35888671875,169.54632568359375,31.780242919921875,16.71375274658203,28.66175651550293,19.24909210205078,7.846700668334961,10.039793014526367,4.742696762084961,2.9156224727630615,3.896542549133301,1.810349464416504,-5.970981121063232,-5.258749008178711,-0.2288825958967209,-1.7753269672393799,-3.7088403701782227,0.17516964673995972,2.0766782760620117,-2.8920042514801025,blues
blues.00088.au,0.37787386775016785,0.14201056957244873,1006.8779768813254,1530.614586249928,2075.0707856641834,0.03206556574109907,-194.27952575683594,151.85118103027344,-1.1928858757019043,39.19459915161133,16.582487106323242,18.25238609313965,-1.3991600275039673,14.87770938873291,-11.616781234741211,2.448875904083252,-5.0791730880737305,3.9416005611419678,-0.9037837386131287,0.6356104016304016,-8.353414535522461,-7.51324987411499,-8.047445297241211,-5.409147262573242,-2.5346593856811523,0.12955047190189362,blues
blues.00016.au,0.30829644203186035,0.08141902089118958,1455.0424713768246,1825.9090251785303,3009.9651324859715,0.061350725014512386,-233.794921875,120.66705322265625,-3.1675596237182617,39.53927230834961,3.858856201171875,18.839672088623047,-3.6889164447784424,4.4318437576293945,-14.975372314453125,17.571033477783203,1.8447455167770386,2.5386059284210205,-1.2386850118637085,8.439362525939941,-0.20983797311782837,-3.9067859649658203,-4.478641033172607,-0.012232871726155281,1.2932655811309814,-2.0874295234680176,blues
blues.00043.au,0.3990493714809418,0.12724722921848297,2155.6312958781195,2372.2914028592495,5011.978026587896,0.08716538373161764,-109.19499969482422,100.6270523071289,-8.620549201965332,47.364219665527344,-6.5592360496521,39.620792388916016,-8.523993492126465,29.56473731994629,-16.583515167236328,13.170684814453125,-24.209320068359375,6.591902732849121,-8.641899108886719,4.91756534576416,-15.44278335571289,1.5376112461090088,-6.7392730712890625,1.4151811599731445,-3.9658138751983643,3.287876605987549,blues
blues.00094.au,0.3767153322696686,0.14092092216014862,1239.6879986706615,1659.9856287006796,2519.0431010243324,0.05090785543246904,-206.28115844726562,126.62034606933594,10.590665817260742,43.215721130371094,12.494900703430176,19.413660049438477,0.351968914270401,12.73094367980957,-4.579288959503174,4.058011054992676,-4.409212112426758,3.6634223461151123,-1.4560467004776,-1.701555609703064,-7.154653549194336,1.1864163875579834,-6.225800514221191,0.6012725234031677,-1.604264259338379,-0.5392205715179443,blues
blues.00080.au,0.36825618147850037,0.24234187602996826,1827.1513096464714,1898.4550593881818,3743.635696080447,0.09403873597136223,-54.74724197387695,119.48587799072266,-34.86473846435547,37.537147521972656,-15.88623332977295,22.081096649169922,-14.668314933776855,18.534313201904297,-9.643756866455078,11.2588529586792,-11.732050895690918,11.539118766784668,-6.430718421936035,1.785667061805725,-5.8762526512146,0.38029050827026367,-9.06358528137207,-2.0153262615203857,-5.416968822479248,0.02883567474782467,blues
blues.00089.au,0.3486930727958679,0.05277162417769432,798.5684450379829,1284.9474803692058,1455.816196878628,0.025639678671633127,-346.88690185546875,139.24795532226562,24.084867477416992,22.26401710510254,18.647842407226562,11.657902717590332,9.017680168151855,6.977828025817871,-2.023301124572754,5.420398235321045,1.6508172750473022,-2.353006362915039,3.1936395168304443,0.7052997350692749,-3.092132329940796,-2.1101784706115723,-2.21208119392395,-4.576663017272949,-4.726688385009766,0.05927489325404167,blues
blues.00073.au,0.34202733635902405,0.2596552073955536,2094.775833910309,2158.1057474122135,4482.2562297431305,0.10056968665344428,-30.129287719726562,103.74479675292969,-19.765731811523438,56.411624908447266,-12.724869728088379,20.19422721862793,-17.34809684753418,16.30915641784668,-18.444427490234375,8.932051658630371,-11.661623001098633,11.210426330566406,-8.85125732421875,9.101228713989258,-3.574045181274414,4.384885311126709,-2.830826997756958,4.726116180419922,0.4824240505695343,1.4773939847946167,blues
blues.00000.au,0.34995052218437195,0.13019199669361115,1784.4165459703192,2002.6571063943213,3806.4186497738488,0.08306639113293343,-113.619384765625,121.55303192138672,-19.15105628967285,42.34576416015625,-6.371164798736572,18.61302947998047,-13.692057609558105,15.339376449584961,-12.283616065979004,10.973773002624512,-8.322407722473145,8.806784629821777,-3.665800094604492,5.745936393737793,-5.161709308624268,0.7502961158752441,-1.6883563995361328,-0.4093300998210907,-2.298867702484131,1.2199459075927734,blues
blues.00076.au,0.3655874729156494,0.2189701944589615,2645.5300364910313,2426.0057919712367,5611.974398491921,0.1364685625483746,-52.70116424560547,74.45541381835938,-18.715457916259766,56.30721664428711,-3.9593260288238525,31.98715591430664,-16.45779037475586,22.41769027709961,-12.262028694152832,27.228351593017578,-9.233884811401367,7.807101726531982,-10.567174911499023,6.944951057434082,-9.136491775512695,13.02267837524414,-9.857318878173828,3.692450761795044,-4.954326152801514,4.422499179840088,blues
blues.00083.au,0.427356094121933,0.25118035078048706,2314.81923896669,2261.702666159043,5036.269546367066,0.11795053393479102,-19.893550872802734,98.89588928222656,-24.476659774780273,49.585853576660156,-16.200876235961914,30.19780921936035,-18.029512405395508,27.554832458496094,-11.405635833740234,14.8779935836792,-8.908681869506836,11.671262741088867,-10.88602066040039,9.310544967651367,-5.832060813903809,9.25865650177002,-4.049496173858643,3.2510263919830322,-3.466163396835327,2.379258155822754,blues
blues.00044.au,0.3901600241661072,0.13617800176143646,2279.265543032408,2375.0847954510323,5198.476898854731,0.09257049088138544,-109.5323486328125,86.92649841308594,-8.624987602233887,64.489501953125,-6.306032180786133,43.64582061767578,-8.29310131072998,28.54642677307129,-14.081589698791504,8.136632919311523,-21.49042510986328,11.086614608764648,-5.094466209411621,3.9787702560424805,-12.864774703979492,12.342426300048828,0.020587295293807983,-0.7392400503158569,-5.1304497718811035,3.3071296215057373,blues
blues.00008.au,0.40899816155433655,0.1423606276512146,1719.2739373344168,2031.6873439502422,3781.5188003398316,0.06402757957623839,-121.38711547851562,122.5053939819336,-14.739392280578613,46.13529586791992,-8.160383224487305,20.170509338378906,-19.16931915283203,23.050188064575195,-11.82593822479248,21.173410415649414,-6.720290660858154,7.005017280578613,-12.739909172058105,5.064208984375,-5.173074722290039,-1.446995735168457,-7.036928176879883,2.6948740482330322,3.4093332290649414,-2.6991913318634033,blues
blues.00027.au,0.2887045443058014,0.09572528302669525,1391.4439037459135,1494.8508338204404,2811.1413347462753,0.07235897288602941,-228.25067138671875,130.3444061279297,-23.291284561157227,70.1720962524414,1.142276406288147,7.602443695068359,0.9099431037902832,1.9782466888427734,-6.167004108428955,-9.396026611328125,-2.562837839126587,-4.5228962898254395,-0.26294898986816406,0.1793333888053894,-1.5074474811553955,1.4652522802352905,-6.971848964691162,-8.322178840637207,4.238951683044434,0.9814872741699219,blues
blues.00030.au,0.26312941312789917,0.1700301468372345,1378.9657764881297,2003.5852163311854,3015.0567683642125,0.03937580120452786,-206.96807861328125,117.79298400878906,23.235883712768555,28.297826766967773,-1.1239138841629028,18.862035751342773,-21.949682235717773,17.849985122680664,-25.585643768310547,2.1299242973327637,-17.794416427612305,-8.015904426574707,-17.607276916503906,-8.13943862915039,-8.648125648498535,-15.528327941894531,-15.317337036132812,-9.663830757141113,-10.09868049621582,-17.8337345123291,blues
blues.00065.au,0.29269593954086304,0.10030478239059448,2816.7459196931127,2372.1444394908312,5614.507716506628,0.14631846519446595,-118.37033081054688,74.86731719970703,-19.86946678161621,46.94758605957031,-32.569053649902344,23.835134506225586,-26.37411117553711,17.69251251220703,-13.826241493225098,11.946738243103027,-17.888776779174805,7.555981636047363,-22.900583267211914,4.764415740966797,-12.797207832336426,5.620264530181885,-14.738749504089355,6.682401180267334,-9.169971466064453,-2.2361948490142822,blues
blues.00077.au,0.4088760316371918,0.24310125410556793,2206.7704721917903,2191.456936364498,4657.321837812016,0.11152578064531733,-29.039146423339844,104.5373306274414,-30.97895622253418,38.1544303894043,-7.991591930389404,30.89167022705078,-20.596235275268555,25.830780029296875,-12.959671020507812,16.941612243652344,-12.26368236541748,10.786707878112793,-10.564545631408691,6.876256465911865,-10.298928260803223,6.968209743499756,-10.256609916687012,0.7044417262077332,-6.006501197814941,1.348615288734436,blues
blues.00018.au,0.2700793147087097,0.07964064180850983,1537.5609192674106,2054.2241654441455,3495.4621967516446,0.056131935710139316,-252.518798828125,104.9369888305664,15.316829681396484,42.67347717285156,6.762619495391846,21.62357521057129,-1.3132754564285278,5.69193172454834,-16.619516372680664,12.161625862121582,-1.9679487943649292,1.9697641134262085,-0.8889575600624084,7.771046161651611,2.3869524002075195,1.7799873352050781,1.344986915588379,3.637112617492676,4.910808086395264,-2.6554040908813477,blues
blues.00025.au,0.290980726480484,0.08917960524559021,1109.721378629315,1463.5390703976557,2243.744765715702,0.05172493288022446,-249.28939819335938,130.98703002929688,0.6773919463157654,66.68578338623047,17.897808074951172,4.623734474182129,6.598310947418213,1.2490477561950684,1.4163912534713745,-1.5791432857513428,-0.9626624584197998,-3.571995735168457,-2.9279818534851074,4.596818923950195,7.47890043258667,-0.18313613533973694,-2.8253273963928223,-2.678844451904297,0.7485464811325073,-0.5342597961425781,blues
blues.00010.au,0.30396515130996704,0.14286480844020844,1410.675357056208,1512.9717892723284,2767.5082652561437,0.06298072271671827,-173.71588134765625,137.14024353027344,-23.767641067504883,26.99173355102539,-16.68765640258789,4.214370250701904,-12.58261489868164,5.854557037353516,-2.8846707344055176,-1.1866830587387085,-1.9771525859832764,1.8001537322998047,-3.0044105052948,-1.8699365854263306,-0.7962680459022522,-3.0132641792297363,-0.4359254539012909,-2.00180983543396,-0.746638834476471,-5.001237869262695,blues
blues.00081.au,0.38028281927108765,0.2481762170791626,2116.8942510812685,1956.5811797368506,4195.97462751548,0.12727247303115324,-26.955238342285156,107.34024047851562,-46.81220626831055,40.932655334472656,-21.46986198425293,24.81685447692871,-18.94770050048828,15.260987281799316,-15.04425048828125,12.270949363708496,-15.23953914642334,14.331287384033203,-13.830044746398926,7.565649032592773,-6.183370590209961,0.3322103023529053,-6.835121154785156,0.9706783890724182,-7.5713791847229,2.9214704036712646,blues
blues.00020.au,0.30279943346977234,0.07535404711961746,1389.9522837601075,1911.31439926895,3005.7401580338137,0.05256015080785604,-230.42657470703125,127.10053253173828,7.14535665512085,39.78432083129883,1.9449437856674194,17.40534019470215,-5.639427661895752,8.252129554748535,-18.104385375976562,13.842513084411621,-3.7609121799468994,2.5718588829040527,-4.320804595947266,6.81239128112793,-6.1598381996154785,-6.215455532073975,-4.511592388153076,-1.8506052494049072,-0.5394860506057739,1.5043967962265015,blues
blues.00004.au,0.3085981607437134,0.09154040366411209,1835.507008401494,1748.3674767249374,3581.003346162684,0.1015001421004257,-160.2918701171875,126.19576263427734,-35.60249328613281,22.151166915893555,-32.48763656616211,10.862018585205078,-23.357158660888672,0.500519335269928,-11.804767608642578,1.2038744688034058,-13.08507251739502,-2.8098514080047607,-6.935618877410889,-7.559296607971191,-9.172149658203125,-4.510409832000732,-5.453735828399658,-0.9244686365127563,-4.408075332641602,-11.701834678649902,blues
blues.00026.au,0.27866607904434204,0.07693855464458466,1198.7544985722177,1573.085113273227,2478.8266775408765,0.051987591911764705,-284.6973571777344,108.80518341064453,9.088289260864258,51.22273635864258,18.09176254272461,7.61225700378418,8.779500961303711,2.362828254699707,0.005785868037492037,2.250967025756836,4.205098628997803,-3.293316125869751,1.60829758644104,2.6657819747924805,3.3244853019714355,3.2600784301757812,-4.558310508728027,0.47801902890205383,5.9297871589660645,3.2283406257629395,blues
blues.00042.au,0.3776853680610657,0.1109512597322464,2302.075647887935,2367.7204426147673,5188.535292303599,0.09786448759191177,-159.56771850585938,69.78482055664062,-4.3918776512146,76.85114288330078,3.9159114360809326,45.16753387451172,-4.8673505783081055,32.20051193237305,-9.796338081359863,7.812509059906006,-21.826963424682617,9.6824369430542,-2.5915868282318115,3.3045363426208496,-14.970439910888672,10.232259750366211,-4.089528560638428,-5.850760459899902,-2.469999313354492,6.661129951477051,blues
blues.00015.au,0.2703465521335602,0.08063894510269165,1420.4114787701458,1730.9171016184662,2930.240614569224,0.0637176797116873,-238.53306579589844,120.08828735351562,-4.22455358505249,42.31004333496094,5.916330814361572,13.914180755615234,5.357578277587891,1.9037082195281982,-16.929880142211914,12.339309692382812,3.9409613609313965,-1.390677809715271,0.014793029986321926,3.5804948806762695,-4.504992961883545,-5.541952610015869,-6.883077144622803,-4.826391220092773,1.7385828495025635,-1.884016752243042,blues
blues.00064.au,0.33248457312583923,0.11736053973436356,2553.2225631938227,2280.079407033503,5148.04387048302,0.14685171971749225,-85.17353820800781,88.81205749511719,-16.331642150878906,59.223236083984375,-35.99360275268555,14.391534805297852,-22.306257247924805,9.651896476745605,-14.8239164352417,11.181605339050293,-14.808832168579102,8.478196144104004,-19.590892791748047,6.413429260253906,-13.782541275024414,6.1157636642456055,-13.15479564666748,3.934136390686035,-7.617099761962891,3.7527036666870117,blues
blues.00033.au,0.2608201205730438,0.13312429189682007,1430.5981944868495,2075.65241583126,3246.7553673144835,0.04196988982681889,-239.03810119628906,108.65721893310547,34.15189743041992,30.23917007446289,-0.47574201226234436,27.29263687133789,-21.379398345947266,14.150508880615234,-24.510177612304688,-1.8840473890304565,-28.050291061401367,-11.256651878356934,-16.476930618286133,-7.637186050415039,-12.79912281036377,-15.3572416305542,-13.729804039001465,-7.397778511047363,-10.08932113647461,-13.291540145874023,blues
blues.00005.au,0.30241402983665466,0.10343772172927856,1831.9900685948746,1729.4562589469815,3480.8539517523704,0.09403986975135449,-177.88876342773438,118.18952941894531,-17.550724029541016,30.753095626831055,-21.732101440429688,11.898541450500488,-20.73227882385254,3.1761655807495117,-8.57576847076416,-0.9401869773864746,-11.773797035217285,-2.4260776042938232,-9.342486381530762,-9.94708251953125,-3.9053468704223633,-5.568541526794434,-1.8399688005447388,-2.784175157546997,-3.0461127758026123,-8.115227699279785,blues
blues.00074.au,0.367173969745636,0.19690310955047607,2515.8691600222824,2531.4200010553727,5771.615099833108,0.12091612446787926,-56.032894134521484,87.8406753540039,-1.6012405157089233,41.20536422729492,-5.6202712059021,27.784927368164062,-24.00258445739746,21.76812171936035,-18.42898941040039,12.32812213897705,-13.717032432556152,11.850820541381836,-3.982271909713745,7.098529815673828,-4.468585968017578,5.122544765472412,-6.652360439300537,5.871457099914551,-3.696402072906494,-1.9647623300552368,blues
blues.00031.au,0.2536383867263794,0.15153230726718903,1331.0365912698592,1973.6486462859368,2900.174129710478,0.04296723829334365,-221.8311309814453,110.83949279785156,18.616823196411133,30.92013931274414,3.295924186706543,22.58736228942871,-20.416351318359375,12.118736267089844,-26.350502014160156,-4.367486000061035,-26.413198471069336,-13.045100212097168,-12.654766082763672,-1.8243446350097656,-7.258694648742676,-6.661086082458496,-14.686605453491211,-11.720062255859375,-11.023768424987793,-13.388402938842773,blues
blues.00035.au,0.2882498800754547,0.17330875992774963,1507.1047288496331,2096.7176284693473,3405.4127412683824,0.045430186363196595,-171.81019592285156,120.28062438964844,15.32753849029541,21.090450286865234,-5.419295787811279,24.18946647644043,-24.138221740722656,18.55198097229004,-22.34890365600586,1.3031768798828125,-20.763931274414062,-4.9888529777526855,-17.118925094604492,-7.886534214019775,-15.308929443359375,-9.35131549835205,-8.91386604309082,-8.525090217590332,-14.333636283874512,-19.933725357055664,blues
blues.00046.au,0.38791006803512573,0.10253710299730301,1912.443629773089,2361.3904727614045,4776.687782689145,0.05842595056114551,-182.66502380371094,90.68653106689453,14.118148803710938,67.5545883178711,2.6876134872436523,38.431610107421875,-8.420623779296875,24.123554229736328,-13.787508010864258,4.844967365264893,-16.676620483398438,5.8230767250061035,-5.149287223815918,0.1937863826751709,-14.486602783203125,6.864800453186035,-4.44482946395874,-2.986879587173462,-4.821167945861816,5.399322509765625,blues
blues.00098.au,0.443195104598999,0.12533903121948242,2310.141083405342,2206.5282375939855,4829.08746583543,0.12842590520994582,-90.70722198486328,100.10759735107422,-23.924427032470703,52.58830642700195,-20.928014755249023,31.502182006835938,-11.213112831115723,20.094327926635742,-10.915236473083496,17.563922882080078,-14.097333908081055,12.994507789611816,-11.420426368713379,2.9118447303771973,-12.017497062683105,4.827646732330322,-11.165410041809082,1.16221022605896,-3.921332359313965,3.253201723098755,blues
blues.00095.au,0.36996734142303467,0.18706326186656952,1388.4454872380973,1772.8422645104079,2754.6166765431503,0.05714742465654025,-130.58154296875,139.9748992919922,-1.270734190940857,39.3104248046875,-6.353663921356201,19.76784324645996,-11.213424682617188,27.24368667602539,-16.5345401763916,7.021878242492676,-1.2004059553146362,1.613635778427124,-6.629040241241455,4.952461242675781,-1.6338684558868408,0.9539634585380554,-4.841609477996826,-5.9705891609191895,-2.786719799041748,-6.49281644821167,blues
blues.00023.au,0.280720978975296,0.1019149050116539,1210.457126026284,1498.0546093390114,2522.5430798604393,0.052482675841718264,-227.26885986328125,137.73069763183594,-14.493463516235352,63.555702209472656,5.612646102905273,11.984635353088379,1.8855570554733276,-1.8633813858032227,-7.620551109313965,-2.447178602218628,-2.88672137260437,-9.429532051086426,-10.923910140991211,3.562556266784668,4.137706756591797,0.09554359316825867,-2.972545623779297,-1.378874659538269,7.54117488861084,-3.037461996078491,blues
blues.00078.au,0.41425758600234985,0.25794896483421326,2333.716389709889,2227.4156272586665,4942.928444121275,0.12386319659442724,-2.5510149002075195,101.25788116455078,-33.92729187011719,41.518402099609375,-13.815157890319824,31.92072296142578,-21.86859893798828,24.458948135375977,-15.881363868713379,15.794474601745605,-14.372408866882324,12.507438659667969,-13.373966217041016,6.112749099731445,-9.069668769836426,5.033294677734375,-11.333124160766602,3.1684939861297607,-4.571700096130371,-4.0338826179504395,blues
blues.00085.au,0.31538674235343933,0.15017585456371307,1312.350076081582,1674.161316285357,2637.734049983069,0.059416496347716716,-180.1487579345703,131.41078186035156,0.5733374953269958,43.165672302246094,14.135558128356934,25.62137794494629,-5.315873146057129,12.034327507019043,-13.538714408874512,-1.0941227674484253,-7.614390850067139,2.718073844909668,0.774272620677948,1.9981459379196167,-6.09005880355835,3.4880545139312744,-8.337550163269043,3.2056517601013184,-0.9303992986679077,-2.253037691116333,blues
blues.00050.au,0.4009089469909668,0.18233932554721832,1945.6207939267472,2082.17647712878,4175.766416378435,0.08580598152089783,-83.00169372558594,107.06743621826172,-25.323680877685547,57.122074127197266,0.08130001276731491,34.70890426635742,-11.047215461730957,20.533279418945312,-11.2201509475708,14.839781761169434,-10.229965209960938,12.542858123779297,-9.772624969482422,2.5605199337005615,-6.29874849319458,3.0084879398345947,-8.717000961303711,-0.3252468407154083,-2.984734058380127,0.7146162390708923,blues
blues.00040.au,0.3977935314178467,0.13483501970767975,2272.517619263623,2356.8453843678935,5108.277444278493,0.09765700585332818,-110.2843246459961,90.70560455322266,-2.5283102989196777,74.05274200439453,-11.7467679977417,39.214576721191406,-13.174300193786621,20.531585693359375,-17.1676082611084,12.827254295349121,-21.434446334838867,5.952131748199463,-8.032604217529297,4.243275165557861,-16.482641220092773,6.545286178588867,-5.6936354637146,-3.637852907180786,-4.857602596282959,1.8532665967941284,blues
blues.00069.au,0.2919829785823822,0.11654019355773926,2370.963292267619,2209.5145837071045,5004.08640764077,0.12514096664570434,-121.4295425415039,96.12303161621094,-19.616804122924805,48.020565032958984,-38.808189392089844,24.758066177368164,-32.945823669433594,8.104193687438965,-17.811519622802734,6.113285064697266,-19.998334884643555,6.793924331665039,-19.340662002563477,-0.109212726354599,-12.248764038085938,-4.920230865478516,-10.407991409301758,-2.0489697456359863,-1.7652126550674438,-3.952850341796875,blues
blues.00001.au,0.3409450948238373,0.09589168429374695,1529.8713140945185,2038.6121427572907,3548.9868730952494,0.056044256724071206,-207.58151245117188,123.99714660644531,8.939120292663574,35.87075424194336,2.9199748039245605,21.518783569335938,-8.555365562438965,23.35593605041504,-10.101035118103027,11.906442642211914,-5.5581207275390625,5.375940322875977,-2.237830877304077,4.217123508453369,-6.011046409606934,0.9326668977737427,-0.7170267701148987,0.29233261942863464,-0.28571608662605286,0.532143771648407,blues
